season,date,match_name,result,h_odd,d_odd,a_odd
2013/2014,11 Jan 2014,Southampton - West Brom,1:0,1.80,3.68,4.68
2013/2014,11 Jan 2014,Tottenham - Crystal Palace,2:0,1.39,4.85,8.69
2013/2014,11 Jan 2014,Hull - Chelsea,0:2,6.14,3.89,1.61
2013/2014,01 Jan 2014,Manchester Utd - Tottenham,1:2,1.65,4.00,5.41
2013/2014,01 Jan 2014,Arsenal - Cardiff,2:0,1.24,6.29,13.34
2013/2014,01 Jan 2014,Crystal Palace - Norwich,1:1,2.31,3.22,3.38
2013/2014,01 Jan 2014,Fulham - West Ham,2:1,2.32,3.32,3.25
2013/2014,01 Jan 2014,Liverpool - Hull,2:0,1.30,5.60,10.53
2013/2014,01 Jan 2014,Southampton - Chelsea,0:3,3.80,3.44,2.06
2013/2014,01 Jan 2014,Stoke - Everton,1:1,4.62,3.54,1.85
2013/2014,01 Jan 2014,Sunderland - Aston Villa,0:1,2.07,3.38,3.81
2013/2014,01 Jan 2014,West Brom - Newcastle,1:0,2.38,3.42,3.05
2013/2014,01 Jan 2014,Swansea - Manchester City,2:3,5.56,4.00,1.64
2013/2014,29 Dec 2013,Chelsea - Liverpool,2:1,2.25,3.38,3.35
2013/2014,29 Dec 2013,Tottenham - Stoke,3:0,1.44,4.51,8.18
2013/2014,29 Dec 2013,Everton - Southampton,2:1,1.92,3.50,4.29
2013/2014,29 Dec 2013,Newcastle - Arsenal,0:1,3.37,3.38,2.24
2013/2014,28 Dec 2013,Cardiff - Sunderland,2:2,2.39,3.24,3.17
2013/2014,28 Dec 2013,Aston Villa - Swansea,1:1,2.95,3.25,2.54
2013/2014,28 Dec 2013,Hull - Fulham,6:0,2.03,3.32,4.08
2013/2014,28 Dec 2013,Manchester City - Crystal Palace,1:0,1.13,9.10,22.40
2013/2014,28 Dec 2013,Norwich - Manchester Utd,0:1,5.36,3.91,1.68
2013/2014,28 Dec 2013,West Ham - West Brom,3:3,2.57,3.28,2.89
2013/2014,26 Dec 2013,Manchester City - Liverpool,2:1,1.79,3.93,4.36
2013/2014,26 Dec 2013,Aston Villa - Crystal Palace,0:1,1.91,3.41,4.52
2013/2014,26 Dec 2013,Cardiff - Southampton,0:3,3.26,3.35,2.30
2013/2014,26 Dec 2013,Chelsea - Swansea,1:0,1.31,5.48,10.68
2013/2014,26 Dec 2013,Everton - Sunderland,0:1,1.33,5.33,9.96
2013/2014,26 Dec 2013,Newcastle - Stoke,5:1,1.70,3.59,5.55
2013/2014,26 Dec 2013,Norwich - Fulham,1:2,1.92,3.48,4.35
2013/2014,26 Dec 2013,Tottenham - West Brom,1:1,1.54,4.27,6.46
2013/2014,26 Dec 2013,West Ham - Arsenal,1:3,6.17,4.24,1.55
2013/2014,26 Dec 2013,Hull - Manchester Utd,2:3,6.02,3.88,1.61
2013/2014,23 Dec 2013,Arsenal - Chelsea,0:0,2.49,3.29,2.98
2013/2014,22 Dec 2013,Swansea - Everton,1:2,3.29,3.34,2.27
2013/2014,22 Dec 2013,Southampton - Tottenham,2:3,2.53,3.30,2.86
2013/2014,21 Dec 2013,Crystal Palace - Newcastle,0:3,3.12,3.29,2.40
2013/2014,21 Dec 2013,Fulham - Manchester City,2:4,8.05,5.33,1.37
2013/2014,21 Dec 2013,Manchester Utd - West Ham,3:1,1.31,5.63,10.00
2013/2014,21 Dec 2013,Stoke - Aston Villa,2:1,2.00,3.34,4.17
2013/2014,21 Dec 2013,Sunderland - Norwich,0:0,2.14,3.35,3.66
2013/2014,21 Dec 2013,West Brom - Hull,1:1,1.98,3.29,4.31
2013/2014,21 Dec 2013,Liverpool - Cardiff,3:1,1.18,7.58,16.08
2013/2014,15 Dec 2013,Tottenham - Liverpool,0:5,2.39,3.36,3.07
2013/2014,15 Dec 2013,Aston Villa - Manchester Utd,0:3,5.32,3.81,1.69
2013/2014,15 Dec 2013,Norwich - Swansea,1:1,2.87,3.32,2.53
2013/2014,14 Dec 2013,Hull - Stoke,0:0,2.24,3.14,3.59
2013/2014,14 Dec 2013,Cardiff - West Brom,1:0,2.79,3.32,2.63
2013/2014,14 Dec 2013,Chelsea - Crystal Palace,2:1,1.17,7.58,17.75
2013/2014,14 Dec 2013,Everton - Fulham,4:1,1.38,4.90,9.07
2013/2014,14 Dec 2013,Newcastle - Southampton,1:1,2.33,3.34,3.22
2013/2014,14 Dec 2013,West Ham - Sunderland,0:0,1.96,3.48,4.10
2013/2014,14 Dec 2013,Manchester City - Arsenal,6:3,1.72,4.05,4.69
2013/2014,09 Dec 2013,Swansea - Hull,1:1,1.68,3.67,5.56
2013/2014,08 Dec 2013,Arsenal - Everton,1:1,1.66,3.85,5.60
2013/2014,08 Dec 2013,Fulham - Aston Villa,2:0,2.62,3.31,2.77
2013/2014,07 Dec 2013,Sunderland - Tottenham,1:2,3.76,3.39,2.09
2013/2014,07 Dec 2013,Crystal Palace - Cardiff,2:0,2.49,3.17,3.07
2013/2014,07 Dec 2013,Liverpool - West Ham,4:1,1.33,5.42,9.46
2013/2014,07 Dec 2013,Southampton - Manchester City,1:1,5.06,3.86,1.71
2013/2014,07 Dec 2013,Stoke - Chelsea,3:2,6.37,4.07,1.56
2013/2014,07 Dec 2013,West Brom - Norwich,0:2,1.71,3.76,5.24
2013/2014,07 Dec 2013,Manchester Utd - Newcastle,0:1,1.46,4.47,7.52
2013/2014,04 Dec 2013,Fulham - Tottenham,1:2,6.00,3.84,1.63
2013/2014,04 Dec 2013,West Brom - Manchester City,2:3,6.86,4.62,1.47
2013/2014,04 Dec 2013,Arsenal - Hull,2:0,1.28,5.74,12.07
2013/2014,04 Dec 2013,Liverpool - Norwich,5:1,1.26,6.14,11.89
2013/2014,04 Dec 2013,Manchester Utd - Everton,0:1,1.78,3.72,4.70
2013/2014,04 Dec 2013,Southampton - Aston Villa,2:3,1.70,3.67,5.54
2013/2014,04 Dec 2013,Stoke - Cardiff,0:0,2.23,3.23,3.52
2013/2014,04 Dec 2013,Sunderland - Chelsea,3:4,6.36,4.24,1.54
2013/2014,04 Dec 2013,Swansea - Newcastle,3:0,2.23,3.41,3.34
2013/2014,03 Dec 2013,Crystal Palace - West Ham,1:0,3.16,3.25,2.37
2013/2014,01 Dec 2013,Chelsea - Southampton,3:1,1.57,4.09,6.14
2013/2014,01 Dec 2013,Manchester City - Swansea,3:0,1.26,5.97,12.82
2013/2014,01 Dec 2013,Hull - Liverpool,3:1,6.09,3.96,1.60
2013/2014,01 Dec 2013,Tottenham - Manchester Utd,2:2,2.76,3.27,2.68
2013/2014,30 Nov 2013,Newcastle - West Brom,2:1,1.96,3.48,3.98
2013/2014,30 Nov 2013,Aston Villa - Sunderland,0:0,1.84,3.56,4.64
2013/2014,30 Nov 2013,Cardiff - Arsenal,0:3,6.62,4.10,1.55
2013/2014,30 Nov 2013,Everton - Stoke,4:0,1.53,4.06,7.12
2013/2014,30 Nov 2013,Norwich - Crystal Palace,1:0,1.97,3.42,4.11
2013/2014,30 Nov 2013,West Ham - Fulham,3:0,1.73,3.80,5.05
2013/2014,25 Nov 2013,West Brom - Aston Villa,2:2,2.14,3.25,3.74
2013/2014,24 Nov 2013,Cardiff - Manchester Utd,2:2,5.30,3.79,1.69
2013/2014,24 Nov 2013,Manchester City - Tottenham,6:0,1.66,3.89,5.50
2013/2014,23 Nov 2013,West Ham - Chelsea,0:3,6.10,3.94,1.60
2013/2014,23 Nov 2013,Arsenal - Southampton,2:0,1.58,4.09,6.05
2013/2014,23 Nov 2013,Fulham - Swansea,1:2,3.29,3.37,2.26
2013/2014,23 Nov 2013,Hull - Crystal Palace,0:1,1.88,3.42,4.59
2013/2014,23 Nov 2013,Newcastle - Norwich,2:1,1.75,3.74,4.92
2013/2014,23 Nov 2013,Stoke - Sunderland,2:0,2.08,3.20,4.04
2013/2014,23 Nov 2013,Everton - Liverpool,3:3,2.87,3.33,2.53
2013/2014,10 Nov 2013,Manchester Utd - Arsenal,1:0,2.29,3.35,3.25
2013/2014,10 Nov 2013,Swansea - Stoke,3:3,1.95,3.36,4.32
2013/2014,10 Nov 2013,Sunderland - Manchester City,1:0,7.32,4.61,1.44
2013/2014,10 Nov 2013,Tottenham - Newcastle,0:1,1.54,4.18,6.50
2013/2014,09 Nov 2013,Norwich - West Ham,3:1,2.32,3.30,3.26
2013/2014,09 Nov 2013,Aston Villa - Cardiff,2:0,2.19,3.29,3.55
2013/2014,09 Nov 2013,Chelsea - West Brom,2:2,1.29,5.62,10.89
2013/2014,09 Nov 2013,Crystal Palace - Everton,0:0,5.30,3.73,1.71
2013/2014,09 Nov 2013,Liverpool - Fulham,4:0,1.21,7.11,14.32
2013/2014,09 Nov 2013,Southampton - Hull,4:1,1.57,3.76,7.05
2013/2014,03 Nov 2013,Cardiff - Swansea,1:0,3.16,3.26,2.38
2013/2014,03 Nov 2013,Everton - Tottenham,0:0,2.34,3.23,3.28
2013/2014,02 Nov 2013,Arsenal - Liverpool,2:0,2.08,3.43,3.71
2013/2014,02 Nov 2013,Fulham - Manchester Utd,1:3,6.44,4.32,1.53
2013/2014,02 Nov 2013,Hull - Sunderland,1:0,2.25,3.25,3.45
2013/2014,02 Nov 2013,Manchester City - Norwich,7:0,1.18,7.28,16.99
2013/2014,02 Nov 2013,Stoke - Southampton,1:1,3.11,3.14,2.47
2013/2014,02 Nov 2013,West Brom - Crystal Palace,2:0,1.53,4.11,6.80
2013/2014,02 Nov 2013,West Ham - Aston Villa,0:0,2.14,3.37,3.58
2013/2014,02 Nov 2013,Newcastle - Chelsea,2:0,5.96,4.14,1.58
2013/2014,27 Oct 2013,Chelsea - Manchester City,2:1,2.24,3.31,3.40
2013/2014,27 Oct 2013,Swansea - West Ham,0:0,1.73,3.76,4.99
2013/2014,27 Oct 2013,Tottenham - Hull,1:0,1.34,4.83,11.15
2013/2014,27 Oct 2013,Sunderland - Newcastle,2:1,2.80,3.27,2.64
2013/2014,26 Oct 2013,Southampton - Fulham,2:0,1.60,4.04,5.94
2013/2014,26 Oct 2013,Aston Villa - Everton,0:2,3.33,3.35,2.25
2013/2014,26 Oct 2013,Liverpool - West Brom,4:1,1.41,4.90,7.74
2013/2014,26 Oct 2013,Manchester Utd - Stoke,3:2,1.32,5.21,10.58
2013/2014,26 Oct 2013,Norwich - Cardiff,0:0,2.04,3.38,3.90
2013/2014,26 Oct 2013,Crystal Palace - Arsenal,0:2,12.04,5.62,1.28
2013/2014,21 Oct 2013,Crystal Palace - Fulham,1:4,2.83,3.31,2.63
2013/2014,20 Oct 2013,Aston Villa - Tottenham,0:2,3.98,3.43,2.00
2013/2014,19 Oct 2013,West Ham - Manchester City,1:3,5.44,4.02,1.64
2013/2014,19 Oct 2013,Arsenal - Norwich,4:1,1.29,5.56,11.64
2013/2014,19 Oct 2013,Chelsea - Cardiff,4:1,1.29,5.64,11.71
2013/2014,19 Oct 2013,Everton - Hull,2:1,1.50,4.16,7.46
2013/2014,19 Oct 2013,Manchester Utd - Southampton,1:1,1.54,4.20,6.52
2013/2014,19 Oct 2013,Stoke - West Brom,0:0,2.50,3.26,3.00
2013/2014,19 Oct 2013,Swansea - Sunderland,4:0,1.56,4.05,6.45
2013/2014,19 Oct 2013,Newcastle - Liverpool,2:2,4.25,3.84,1.84
2013/2014,06 Oct 2013,Tottenham - West Ham,0:3,1.42,4.42,8.45
2013/2014,06 Oct 2013,West Brom - Arsenal,1:1,4.95,3.96,1.71
2013/2014,06 Oct 2013,Norwich - Chelsea,1:3,6.31,4.12,1.57
2013/2014,06 Oct 2013,Southampton - Swansea,2:0,2.18,3.30,3.58
2013/2014,05 Oct 2013,Sunderland - Manchester Utd,1:2,6.66,4.31,1.52
2013/2014,05 Oct 2013,Cardiff - Newcastle,1:2,2.38,3.34,3.10
2013/2014,05 Oct 2013,Fulham - Stoke,1:0,2.55,3.17,3.00
2013/2014,05 Oct 2013,Hull - Aston Villa,0:0,2.26,3.17,3.51
2013/2014,05 Oct 2013,Liverpool - Crystal Palace,3:1,1.19,7.24,17.21
2013/2014,05 Oct 2013,Manchester City - Everton,3:1,1.60,4.06,5.92
2013/2014,30 Sep 2013,Everton - Newcastle,3:2,1.57,4.23,6.11
2013/2014,29 Sep 2013,Sunderland - Liverpool,1:3,5.86,4.00,1.62
2013/2014,29 Sep 2013,Stoke - Norwich,0:1,1.93,3.40,4.39
2013/2014,28 Sep 2013,Swansea - Arsenal,1:2,3.10,3.40,2.38
2013/2014,28 Sep 2013,Aston Villa - Manchester City,3:2,6.97,4.14,1.52
2013/2014,28 Sep 2013,Fulham - Cardiff,1:2,2.08,3.32,3.83
2013/2014,28 Sep 2013,Hull - West Ham,1:0,2.30,3.19,3.42
2013/2014,28 Sep 2013,Manchester Utd - West Brom,1:2,1.30,5.41,11.30
2013/2014,28 Sep 2013,Southampton - Crystal Palace,2:0,1.45,4.37,7.99
2013/2014,28 Sep 2013,Tottenham - Chelsea,1:1,2.49,3.23,3.03
2013/2014,22 Sep 2013,Cardiff - Tottenham,0:1,4.23,3.42,1.93
2013/2014,22 Sep 2013,Manchester City - Manchester Utd,4:1,2.29,3.16,3.46
2013/2014,22 Sep 2013,Arsenal - Stoke,3:1,1.39,4.76,9.11
2013/2014,22 Sep 2013,Crystal Palace - Swansea,0:2,3.74,3.36,2.08
2013/2014,21 Sep 2013,Chelsea - Fulham,2:0,1.28,5.75,12.21
2013/2014,21 Sep 2013,Liverpool - Southampton,0:1,1.71,3.66,5.43
2013/2014,21 Sep 2013,Newcastle - Hull,2:3,1.79,3.50,5.08
2013/2014,21 Sep 2013,West Brom - Sunderland,3:0,2.07,3.39,3.77
2013/2014,21 Sep 2013,West Ham - Everton,2:3,3.27,3.25,2.33
2013/2014,21 Sep 2013,Norwich - Aston Villa,0:1,2.35,3.25,3.21
2013/2014,16 Sep 2013,Swansea - Liverpool,2:2,3.10,3.27,2.44
2013/2014,15 Sep 2013,Southampton - West Ham,0:0,1.70,3.73,5.43
2013/2014,14 Sep 2013,Everton - Chelsea,1:0,3.44,3.42,2.19
2013/2014,14 Sep 2013,Aston Villa - Newcastle,1:2,2.07,3.41,3.75
2013/2014,14 Sep 2013,Fulham - West Brom,1:1,2.15,3.37,3.55
2013/2014,14 Sep 2013,Hull - Cardiff,1:1,2.20,3.19,3.62
2013/2014,14 Sep 2013,Stoke - Manchester City,0:0,5.53,3.80,1.67
2013/2014,14 Sep 2013,Sunderland - Arsenal,1:3,5.54,3.88,1.65
2013/2014,14 Sep 2013,Tottenham - Norwich,2:0,1.45,4.29,8.29
2013/2014,14 Sep 2013,Manchester Utd - Crystal Palace,2:0,1.18,7.32,18.05
2013/2014,01 Sep 2013,Arsenal - Tottenham,1:0,2.13,3.41,3.61
2013/2014,01 Sep 2013,Liverpool - Manchester Utd,1:0,2.44,3.18,3.24
2013/2014,01 Sep 2013,West Brom - Swansea,0:2,2.69,3.30,2.72
2013/2014,31 Aug 2013,Crystal Palace - Sunderland,3:1,2.45,3.24,3.09
2013/2014,31 Aug 2013,Cardiff - Everton,0:0,3.35,3.26,2.28
2013/2014,31 Aug 2013,Newcastle - Fulham,1:0,2.13,3.32,3.67
2013/2014,31 Aug 2013,Norwich - Southampton,1:0,2.86,3.30,2.54
2013/2014,31 Aug 2013,West Ham - Stoke,0:1,1.97,3.35,4.22
2013/2014,31 Aug 2013,Manchester City - Hull,2:0,1.17,7.69,17.36
2013/2014,26 Aug 2013,Manchester Utd - Chelsea,0:0,2.32,3.30,3.33
2013/2014,25 Aug 2013,Cardiff - Manchester City,3:2,8.19,4.74,1.42
2013/2014,25 Aug 2013,Tottenham - Swansea,1:0,1.71,3.71,5.34
2013/2014,24 Aug 2013,Aston Villa - Liverpool,0:1,4.10,3.88,1.86
2013/2014,24 Aug 2013,Everton - West Brom,0:0,1.56,4.09,6.50
2013/2014,24 Aug 2013,Hull - Norwich,1:0,2.37,3.24,3.19
2013/2014,24 Aug 2013,Newcastle - West Ham,0:0,2.27,3.35,3.32
2013/2014,24 Aug 2013,Southampton - Sunderland,1:1,1.65,3.84,5.77
2013/2014,24 Aug 2013,Stoke - Crystal Palace,2:1,1.89,3.43,4.57
2013/2014,24 Aug 2013,Fulham - Arsenal,1:3,4.67,3.59,1.83
2013/2014,21 Aug 2013,Chelsea - Aston Villa,2:1,1.27,6.01,11.20
2013/2014,19 Aug 2013,Manchester City - Newcastle,4:0,1.26,5.97,12.72
2013/2014,18 Aug 2013,Chelsea - Hull,2:0,1.21,6.75,15.68
2013/2014,18 Aug 2013,Crystal Palace - Tottenham,0:1,6.04,3.80,1.64
2013/2014,17 Aug 2013,Swansea - Manchester Utd,1:4,3.60,3.38,2.15
2013/2014,17 Aug 2013,Arsenal - Aston Villa,1:3,1.41,4.78,7.83
2013/2014,17 Aug 2013,Norwich - Everton,2:2,3.53,3.25,2.21
2013/2014,17 Aug 2013,Sunderland - Fulham,0:1,2.40,3.22,3.14
2013/2014,17 Aug 2013,West Brom - Southampton,0:1,2.46,3.26,3.02
2013/2014,17 Aug 2013,West Ham - Cardiff,2:0,2.08,3.29,3.84
2013/2014,17 Aug 2013,Liverpool - Stoke,1:0,1.39,4.61,9.53
2012/2013,19 May 2013,Chelsea - Everton,2:1,1.75,3.77,4.80
2012/2013,19 May 2013,Liverpool - QPR,1:0,1.25,6.31,12.43
2012/2013,19 May 2013,Manchester City - Norwich,2:3,1.27,5.71,11.99
2012/2013,19 May 2013,Newcastle - Arsenal,0:1,6.18,4.46,1.51
2012/2013,19 May 2013,Southampton - Stoke,1:1,1.68,3.71,5.45
2012/2013,19 May 2013,Swansea - Fulham,0:3,1.66,3.89,5.41
2012/2013,19 May 2013,Tottenham - Sunderland,1:0,1.24,6.05,13.79
2012/2013,19 May 2013,West Brom - Manchester Utd,5:5,3.79,3.47,2.02
2012/2013,19 May 2013,West Ham - Reading,4:2,1.61,4.04,5.66
2012/2013,19 May 2013,Wigan - Aston Villa,2:2,2.05,3.51,3.66
2012/2013,14 May 2013,Reading - Manchester City,0:2,6.71,4.60,1.47
2012/2013,14 May 2013,Arsenal - Wigan,4:1,1.37,5.31,7.90
2012/2013,12 May 2013,Manchester Utd - Swansea,2:1,1.34,5.10,9.60
2012/2013,12 May 2013,Everton - West Ham,2:0,1.50,4.22,6.92
2012/2013,12 May 2013,Fulham - Liverpool,1:3,3.85,3.49,2.02
2012/2013,12 May 2013,Norwich - West Brom,4:0,2.40,3.26,3.11
2012/2013,12 May 2013,QPR - Newcastle,1:2,3.00,3.41,2.38
2012/2013,12 May 2013,Sunderland - Southampton,1:1,3.17,3.05,2.48
2012/2013,12 May 2013,Stoke - Tottenham,1:2,4.74,3.59,1.80
2012/2013,11 May 2013,Aston Villa - Chelsea,1:2,5.29,4.08,1.64
2012/2013,08 May 2013,Chelsea - Tottenham,2:2,1.81,3.75,4.41
2012/2013,07 May 2013,Manchester City - West Brom,1:0,1.39,4.85,8.53
2012/2013,07 May 2013,Wigan - Swansea,2:3,1.79,3.73,4.60
2012/2013,06 May 2013,Sunderland - Stoke,1:1,2.28,3.05,3.60
2012/2013,05 May 2013,Manchester Utd - Chelsea,0:1,2.33,3.44,3.04
2012/2013,05 May 2013,Liverpool - Everton,0:0,1.94,3.51,4.08
2012/2013,04 May 2013,QPR - Arsenal,0:1,8.55,4.97,1.37
2012/2013,04 May 2013,Fulham - Reading,2:4,1.68,3.79,5.24
2012/2013,04 May 2013,Norwich - Aston Villa,1:2,2.56,3.15,2.95
2012/2013,04 May 2013,Swansea - Manchester City,0:0,4.86,3.68,1.76
2012/2013,04 May 2013,Tottenham - Southampton,1:0,1.52,4.23,6.65
2012/2013,04 May 2013,West Brom - Wigan,2:3,2.31,3.43,3.10
2012/2013,04 May 2013,West Ham - Newcastle,0:0,2.19,3.43,3.36
2012/2013,29 Apr 2013,Aston Villa - Sunderland,6:1,2.22,3.27,3.51
2012/2013,28 Apr 2013,Arsenal - Manchester Utd,1:1,2.26,3.54,3.15
2012/2013,28 Apr 2013,Chelsea - Swansea,2:0,1.38,4.98,8.62
2012/2013,28 Apr 2013,Reading - QPR,0:0,2.46,3.46,2.87
2012/2013,27 Apr 2013,Newcastle - Liverpool,0:6,3.09,3.41,2.35
2012/2013,27 Apr 2013,Everton - Fulham,1:0,1.47,4.35,7.41
2012/2013,27 Apr 2013,Southampton - West Brom,0:3,1.74,3.78,4.89
2012/2013,27 Apr 2013,Stoke - Norwich,1:0,2.12,3.13,3.95
2012/2013,27 Apr 2013,Wigan - Tottenham,2:2,3.28,3.45,2.23
2012/2013,27 Apr 2013,Manchester City - West Ham,2:1,1.23,6.41,13.67
2012/2013,22 Apr 2013,Manchester Utd - Aston Villa,3:0,1.24,6.48,12.79
2012/2013,21 Apr 2013,Liverpool - Chelsea,2:2,2.15,3.49,3.43
2012/2013,21 Apr 2013,Tottenham - Manchester City,3:1,2.78,3.24,2.67
2012/2013,20 Apr 2013,Fulham - Arsenal,0:1,6.13,4.20,1.56
2012/2013,20 Apr 2013,Swansea - Southampton,0:0,2.24,3.38,3.32
2012/2013,20 Apr 2013,West Brom - Newcastle,1:1,2.35,3.39,3.09
2012/2013,20 Apr 2013,West Ham - Wigan,2:0,2.38,3.37,3.06
2012/2013,20 Apr 2013,Norwich - Reading,2:1,1.75,3.67,5.02
2012/2013,20 Apr 2013,QPR - Stoke,0:2,2.13,3.25,3.76
2012/2013,20 Apr 2013,Sunderland - Everton,1:0,3.36,3.33,2.24
2012/2013,17 Apr 2013,Fulham - Chelsea,0:3,5.16,3.81,1.69
2012/2013,17 Apr 2013,Manchester City - Wigan,1:0,1.29,5.54,11.14
2012/2013,17 Apr 2013,West Ham - Manchester Utd,2:2,4.99,3.68,1.74
2012/2013,16 Apr 2013,Arsenal - Everton,0:0,1.69,3.79,5.20
2012/2013,14 Apr 2013,Stoke - Manchester Utd,0:2,6.50,3.85,1.58
2012/2013,14 Apr 2013,Newcastle - Sunderland,0:3,1.83,3.44,4.76
2012/2013,13 Apr 2013,Arsenal - Norwich,3:1,1.25,5.90,13.01
2012/2013,13 Apr 2013,Aston Villa - Fulham,1:1,2.27,3.28,3.32
2012/2013,13 Apr 2013,Everton - QPR,2:0,1.47,4.37,7.28
2012/2013,13 Apr 2013,Reading - Liverpool,0:0,7.38,4.65,1.44
2012/2013,13 Apr 2013,Southampton - West Ham,1:1,1.76,3.70,4.79
2012/2013,08 Apr 2013,Manchester Utd - Manchester City,1:2,2.42,3.28,3.07
2012/2013,07 Apr 2013,QPR - Wigan,1:1,2.37,3.35,3.05
2012/2013,07 Apr 2013,Chelsea - Sunderland,2:1,1.27,5.73,12.21
2012/2013,07 Apr 2013,Newcastle - Fulham,1:0,1.89,3.58,4.15
2012/2013,07 Apr 2013,Tottenham - Everton,2:2,2.18,3.22,3.58
2012/2013,07 Apr 2013,Liverpool - West Ham,0:0,1.29,5.58,10.79
2012/2013,06 Apr 2013,Norwich - Swansea,2:2,2.57,3.22,2.87
2012/2013,06 Apr 2013,Stoke - Aston Villa,1:3,2.13,3.23,3.74
2012/2013,06 Apr 2013,West Brom - Arsenal,1:2,4.60,3.73,1.78
2012/2013,06 Apr 2013,Reading - Southampton,0:2,3.49,3.46,2.12
2012/2013,01 Apr 2013,Fulham - QPR,3:2,2.08,3.34,3.74
2012/2013,31 Mar 2013,Aston Villa - Liverpool,1:2,5.29,4.08,1.63
2012/2013,30 Mar 2013,Everton - Stoke,1:0,1.72,3.46,5.63
2012/2013,30 Mar 2013,Arsenal - Reading,4:1,1.24,6.26,12.71
2012/2013,30 Mar 2013,Manchester City - Newcastle,4:0,1.29,5.52,11.36
2012/2013,30 Mar 2013,Southampton - Chelsea,2:1,3.03,3.34,2.39
2012/2013,30 Mar 2013,Swansea - Tottenham,1:2,3.09,3.31,2.37
2012/2013,30 Mar 2013,West Ham - West Brom,3:1,2.14,3.31,3.58
2012/2013,30 Mar 2013,Wigan - Norwich,1:0,1.80,3.57,4.73
2012/2013,30 Mar 2013,Sunderland - Manchester Utd,0:1,5.92,3.69,1.65
2012/2013,17 Mar 2013,Chelsea - West Ham,2:0,1.37,5.09,8.47
2012/2013,17 Mar 2013,Wigan - Newcastle,2:1,2.22,3.38,3.31
2012/2013,17 Mar 2013,Tottenham - Fulham,0:1,1.50,4.21,6.98
2012/2013,17 Mar 2013,Sunderland - Norwich,1:1,2.00,3.38,3.97
2012/2013,16 Mar 2013,Manchester Utd - Reading,1:0,1.13,8.72,18.00
2012/2013,16 Mar 2013,Aston Villa - QPR,3:2,2.37,3.30,3.13
2012/2013,16 Mar 2013,Southampton - Liverpool,3:1,3.85,3.60,1.96
2012/2013,16 Mar 2013,Stoke - West Brom,0:0,2.73,3.13,2.77
2012/2013,16 Mar 2013,Swansea - Arsenal,0:2,3.37,3.43,2.17
2012/2013,16 Mar 2013,Everton - Manchester City,2:0,3.40,3.37,2.19
2012/2013,10 Mar 2013,Liverpool - Tottenham,3:2,1.89,3.87,3.87
2012/2013,10 Mar 2013,Newcastle - Stoke,2:1,1.78,3.46,5.10
2012/2013,09 Mar 2013,Norwich - Southampton,0:0,2.69,3.22,2.74
2012/2013,09 Mar 2013,QPR - Sunderland,3:1,2.23,3.25,3.44
2012/2013,09 Mar 2013,Reading - Aston Villa,1:2,2.55,3.30,2.84
2012/2013,09 Mar 2013,West Brom - Swansea,2:1,2.29,3.32,3.23
2012/2013,04 Mar 2013,Aston Villa - Manchester City,0:1,7.59,4.73,1.42
2012/2013,03 Mar 2013,Tottenham - Arsenal,2:1,2.37,3.38,3.04
2012/2013,02 Mar 2013,Wigan - Liverpool,0:4,4.58,3.80,1.77
2012/2013,02 Mar 2013,Chelsea - West Brom,1:0,1.38,4.81,8.77
2012/2013,02 Mar 2013,Everton - Reading,3:1,1.36,4.98,9.25
2012/2013,02 Mar 2013,Manchester Utd - Norwich,4:0,1.28,5.67,11.86
2012/2013,02 Mar 2013,Southampton - QPR,1:2,1.69,3.81,5.26
2012/2013,02 Mar 2013,Stoke - West Ham,0:1,2.40,3.16,3.19
2012/2013,02 Mar 2013,Sunderland - Fulham,2:2,2.28,3.26,3.30
2012/2013,02 Mar 2013,Swansea - Newcastle,1:0,2.04,3.52,3.61
2012/2013,25 Feb 2013,West Ham - Tottenham,2:3,3.56,3.28,2.17
2012/2013,24 Feb 2013,Manchester City - Chelsea,2:0,2.06,3.46,3.68
2012/2013,24 Feb 2013,Newcastle - Southampton,4:2,2.19,3.35,3.43
2012/2013,23 Feb 2013,Arsenal - Aston Villa,2:1,1.30,5.60,9.90
2012/2013,23 Feb 2013,Norwich - Everton,2:1,3.42,3.28,2.22
2012/2013,23 Feb 2013,QPR - Manchester Utd,0:2,6.38,4.19,1.54
2012/2013,23 Feb 2013,Reading - Wigan,0:3,2.57,3.28,2.82
2012/2013,23 Feb 2013,West Brom - Sunderland,2:1,1.83,3.57,4.54
2012/2013,23 Feb 2013,Fulham - Stoke,1:0,2.10,3.26,3.78
2012/2013,17 Feb 2013,Liverpool - Swansea,5:0,1.40,4.83,7.97
2012/2013,11 Feb 2013,Liverpool - West Brom,0:2,1.40,4.76,8.30
2012/2013,10 Feb 2013,Manchester Utd - Everton,2:0,1.74,3.66,5.05
2012/2013,10 Feb 2013,Aston Villa - West Ham,2:1,2.86,3.22,2.58
2012/2013,09 Feb 2013,Southampton - Manchester City,3:1,5.38,4.02,1.64
2012/2013,09 Feb 2013,Chelsea - Wigan,4:1,1.34,5.12,9.49
2012/2013,09 Feb 2013,Norwich - Fulham,0:0,2.33,3.29,3.18
2012/2013,09 Feb 2013,Stoke - Reading,2:1,1.88,3.39,4.56
2012/2013,09 Feb 2013,Sunderland - Arsenal,0:1,4.38,3.57,1.86
2012/2013,09 Feb 2013,Swansea - QPR,4:1,1.76,3.58,5.05
